Light_Intensity,Nutrient_EC,CO2_PPM,Yield_Kg
424.7240713084175,1.971693224223705,1045.95212413125,32.5694963908363
770.4285838459497,1.6783725794347397,1116.8730399387946,50.49790365431229
639.1963650868431,3.0718437728798236,654.402779977491,44.86618824326422
559.195090518222,1.8918833167339733,488.0415396221414,33.99074533337864
293.61118426546193,1.7023362742184518,582.3481300335534,23.255440331306467
293.5967122017216,2.356740207895621,741.686230901005,27.52319402529857
234.85016730091968,1.3523105624369065,1054.4118127379945,20.606430196225606
719.7056874649611,3.0054924518850994,1088.5844666050748,51.282445042845815
560.6690070459254,1.186376609199427,405.56170442495255,34.15915905838732
624.8435466776273,3.4672173415012932,808.5978420620526,46.164850795196465
212.35069657748147,2.9306119232416434,733.9288025190232,20.787824221516587
781.9459112971966,1.496789203835431,577.6862483765842,44.8813579603005
699.465584480253,1.013805292809006,495.89229386694626,41.852321038272486
327.40346640696566,3.0386535711370852,670.0921371229024,28.55755992656916
309.0949803242604,2.767143359619043,1154.3277631300152,30.876111451971948
310.0427059120603,2.8225179201024684,658.5623456166043,27.217594006996496
382.54534577572264,2.9281758667148643,815.0324973946929,30.776659505677156
514.8538589793427,1.185111629335226,962.4151671161422,36.279129253241756
459.1670111852695,1.8961643213606816,690.9036819034352,32.90713379929641
374.73748411882514,1.2896726488128243,1177.4256661767686,29.793064970822783
567.1117368334277,3.157758564688984,1169.957835953689,47.14520428186489
283.6963163912251,2.558245317068895,601.4258366602913,25.079287060055943
375.2867891211309,1.827245062131623,797.7988047139083,27.196989278440242
419.81710597621503,1.1588958757150591,640.7026478534158,29.53498823359045
473.64199053022156,1.7774558042891555,627.8723955019741,30.97571337419312
671.1055768358082,1.8129583050668676,429.50955788362626,41.97919465111352
319.80426929501584,2.82401544584516,887.6514671839175,30.759751007008074
508.54066304816695,2.593893678388033,802.1432185830893,36.06033214816037
555.4487413172255,3.2180318564408164,441.18300099999146,39.504832166253415
227.87024763199864,2.1805373129048733,622.9171713892891,21.57514950021923
564.526911140863,1.2989856148457544,1126.612708773323,41.200207258397555
302.31447421237493,2.7831119680574874,591.649512533578,28.538644417789016
239.0309557911677,2.9019626215422436,515.9158976729784,21.804914302176616
769.3313223519999,2.4031929939237404,791.5622082220505,48.71516482408001
779.3792198447356,2.9274179498864026,1188.5203632884804,53.290429948867796
685.0384088698767,2.234488990910977,593.6442172092003,42.46978563463234
382.7682615040224,2.306832073454985,937.7084379247028,31.368775368733058
258.6032684038303,2.068852545896374,1009.2956922629741,25.86084726690266
610.5398159072942,1.063547816860238,590.1100351939198,37.8963576913176
464.0914962437608,1.269728567483261,982.5730788894876,34.97236430857283
273.2229409068673,1.0785729642168356,694.2265061754026,21.4994651574188
497.1061460667621,2.591026028159451,905.8446644748635,39.723520394007835
220.63311266913104,1.7858899526908167,906.8237686087157,21.63962943312006
745.5922412472693,2.271426727911757,828.6197472598068,52.758819918941036
355.26798896001014,3.2689161848152324,472.23181604352663,29.34447898610822
597.5133706123892,1.6232305728721874,1068.2419964713904,40.54465237079775
387.0266456536466,2.025957307589074,656.6240519773887,27.25249629734683
512.0408127066864,2.8888778463576217,549.2148083198833,36.78611120210917
528.0261676059678,1.5719954137290562,432.62011324381115,32.82826547709112
310.9126733153162,1.1924497745719824,872.7143545505935,26.102493769909863
781.7507766587352,1.7243786322844201,942.0514894738259,50.955002313384966
665.0796940166688,1.403053218135011,413.27026314228493,39.39731519506993
763.6993649385134,3.3242441308564326,809.6744466394248,50.37308591773697
736.8964102565893,3.0203009489110424,581.1966201583504,45.56475462978066
558.7399872866511,2.583509391276059,916.1382323275599,40.02170251653223
753.12454101387,3.1786514754692945,539.4931432039932,49.931938486296175
253.0955012311517,3.0091801922477863,952.7501904819727,26.917195605329027
317.5897174514871,1.4664251472150895,709.3882770404299,22.7654767299815
227.13637334632284,3.2313974962249445,1149.3839909893877,27.5975967260804
395.1981984579586,2.348355604789127,510.0167553167946,29.349566805082713
